campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Total client-driven functionalities,2023-03-26 00:00:00+00:00,2024-06-06 00:00:00+00:00,3299759.0,0.19,podcast,B2B,paid,0.21,144974.37,438.0,-3154784.63,Muy Alto,Alto,Bajo
Grass-roots reciprocal core,2022-11-07 00:00:00+00:00,2024-01-19 00:00:00+00:00,8524947.0,0.97,social media,B2B,paid,0.9,34642.19,438.0,-8490304.81,Muy Alto,Bajo,Bajo
Self-enabling reciprocal algorithm,2022-11-01 00:00:00+00:00,2024-07-29 00:00:00+00:00,864567.0,0.12,email,B2B,paid,0.37,961551.85,636.0,96984.84999999998,Muy Alto,Muy Alto,Bajo
Fundamental holistic policy,2023-01-09 00:00:00+00:00,2024-07-29 00:00:00+00:00,795259.0,0.3,email,B2C,organic,0.64,632738.63,567.0,-162520.37,Muy Alto,Muy Alto,Bajo
Automated background intranet,2023-06-24 00:00:00+00:00,2023-12-01 00:00:00+00:00,9773037.0,0.48,webinar,B2C,organic,0.34,901131.26,160.0,-8871905.74,Muy Alto,Muy Alto,Bajo
Diverse modular productivity,2023-01-23 00:00:00+00:00,2023-08-19 00:00:00+00:00,662665.0,0.28,email,B2C,Referral,0.78,650555.67,208.0,-12109.329999999958,Muy Alto,Muy Alto,Bajo
Down-sized attitude-oriented conglomeration,2022-08-23 00:00:00+00:00,2024-06-25 00:00:00+00:00,598924.0,0.4,email,B2C,Referral,0.37,912250.59,672.0,313326.58999999997,Muy Alto,Muy Alto,Bajo
Universal 24hour process improvement,2022-12-25 00:00:00+00:00,2024-07-02 00:00:00+00:00,3716631.0,0.28,webinar,B2B,Referral,0.9,572808.65,555.0,-3143822.35,Muy Alto,Muy Alto,Bajo
Fundamental optimal secured line,2023-07-26 00:00:00+00:00,2024-02-04 00:00:00+00:00,5657094.0,0.91,podcast,B2C,Referral,0.96,83447.66,193.0,-5573646.34,Muy Alto,Medio,Bajo
Reverse-engineered responsive migration,2023-02-10 00:00:00+00:00,2023-09-23 00:00:00+00:00,917649.0,0.34,webinar,B2C,organic,0.61,889379.44,225.0,-28269.560000000056,Muy Alto,Muy Alto,Bajo
Organized hybrid intranet,2023-06-03 00:00:00+00:00,2023-11-16 00:00:00+00:00,9124727.0,0.7,social media,B2B,Referral,0.0,579220.33,166.0,-8545506.67,Muy Alto,Muy Alto,Bajo
Streamlined intermediate core,2022-08-20 00:00:00+00:00,2024-02-18 00:00:00+00:00,5920177.0,0.12,social media,B2B,promotion,0.65,784578.57,547.0,-5135598.43,Muy Alto,Muy Alto,Bajo
Re-contextualized regional pricing structure,2023-03-18 00:00:00+00:00,2024-06-29 00:00:00+00:00,934974.0,0.44,email,B2B,promotion,0.37,58328.0,469.0,-876646.0,Muy Alto,Medio,Bajo
Stand-alone client-driven challenge,2022-12-20 00:00:00+00:00,2023-10-06 00:00:00+00:00,1836499.0,0.24,webinar,B2B,paid,0.85,433475.14,290.0,-1403023.8599999999,Muy Alto,Muy Alto,Bajo
Reactive client-driven paradigm,2023-04-09 00:00:00+00:00,2023-10-02 00:00:00+00:00,6325091.0,0.72,email,B2C,paid,0.76,32045.66,176.0,-6293045.34,Muy Alto,Bajo,Bajo
Object-based composite info-mediaries,2023-05-04 00:00:00+00:00,2023-12-19 00:00:00+00:00,5227741.0,0.79,webinar,B2C,promotion,0.84,838402.57,229.0,-4389338.43,Muy Alto,Muy Alto,Bajo
User-centric discrete algorithm,2022-09-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,4102286.0,0.64,email,B2B,promotion,0.53,553643.5,677.0,-3548642.5,Muy Alto,Muy Alto,Bajo
Cloned discrete customer loyalty,2023-03-21 00:00:00+00:00,2023-10-11 00:00:00+00:00,6949013.0,0.56,email,B2C,paid,0.5,690561.8,204.0,-6258451.2,Muy Alto,Muy Alto,Bajo
Function-based motivating algorithm,2022-11-18 00:00:00+00:00,2024-05-08 00:00:00+00:00,1620528.0,0.11,email,B2B,Referral,0.86,632469.27,537.0,-988058.73,Muy Alto,Muy Alto,Bajo
Devolved local Graphic Interface,2023-01-04 00:00:00+00:00,2024-06-06 00:00:00+00:00,7157557.0,0.58,email,B2C,promotion,0.81,295020.93,519.0,-6862536.07,Muy Alto,Muy Alto,Bajo
Synergized 24hour strategy,2022-09-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,780343.0,0.9,podcast,B2B,paid,0.36,718941.54,376.0,-61401.45999999996,Muy Alto,Muy Alto,Bajo
Function-based exuding strategy,2023-04-30 00:00:00+00:00,2024-02-25 00:00:00+00:00,8715645.0,0.4,social media,B2C,Referral,0.99,95274.7,301.0,-8620370.3,Muy Alto,Medio,Bajo
Synergistic intermediate middleware,2023-07-22 00:00:00+00:00,2023-10-27 00:00:00+00:00,2898424.0,0.1,webinar,B2C,paid,0.93,224410.83,97.0,-2674013.17,Muy Alto,Muy Alto,Bajo
Grass-roots 24/7 orchestration,2023-01-21 00:00:00+00:00,2024-06-25 00:00:00+00:00,3975897.0,0.5,social media,B2C,promotion,0.56,81674.81,521.0,-3894222.19,Muy Alto,Medio,Bajo
Adaptive needs-based initiative,2023-06-04 00:00:00+00:00,2024-07-06 00:00:00+00:00,466183.0,0.72,email,B2C,organic,0.23,854112.83,398.0,387929.82999999996,Muy Alto,Muy Alto,Bajo
Automated 5thgeneration attitude,2023-02-05 00:00:00+00:00,2024-06-03 00:00:00+00:00,9638065.0,0.99,email,B2B,Referral,0.18,35031.43,484.0,-9603033.57,Muy Alto,Bajo,Bajo
Mandatory secondary access,2022-08-03 00:00:00+00:00,2023-11-04 00:00:00+00:00,4440638.0,0.17,email,B2B,promotion,0.21,438753.14,458.0,-4001884.86,Muy Alto,Muy Alto,Bajo
Digitized analyzing paradigm,2022-09-28 00:00:00+00:00,2023-11-04 00:00:00+00:00,310108.0,0.5,email,B2B,Referral,0.32,759445.2,402.0,449337.19999999995,Muy Alto,Muy Alto,Bajo
Object-based intangible artificial intelligence,2023-03-27 00:00:00+00:00,2023-10-06 00:00:00+00:00,1928856.0,0.5,webinar,B2B,promotion,0.44,138967.65,193.0,-1789888.35,Muy Alto,Alto,Bajo
Proactive mission-critical structure,2022-11-18 00:00:00+00:00,2024-06-28 00:00:00+00:00,5431778.0,0.9,social media,B2C,paid,0.35,190911.53,588.0,-5240866.47,Muy Alto,Alto,Bajo
Object-based grid-enabled model,2023-03-27 00:00:00+00:00,2023-08-30 00:00:00+00:00,4135761.0,0.56,social media,B2B,paid,0.65,869961.43,156.0,-3265799.57,Muy Alto,Muy Alto,Bajo
Seamless executive standardization,2022-11-26 00:00:00+00:00,2024-06-12 00:00:00+00:00,1626119.0,0.49,webinar,B2C,Referral,0.52,546988.28,564.0,-1079130.72,Muy Alto,Muy Alto,Bajo
De-engineered homogeneous array,2022-10-11 00:00:00+00:00,2024-06-07 00:00:00+00:00,2712677.0,0.3,webinar,B2C,promotion,0.79,725838.96,605.0,-1986838.04,Muy Alto,Muy Alto,Bajo
Inverse heuristic projection,2023-03-27 00:00:00+00:00,2023-12-10 00:00:00+00:00,9775427.0,0.87,social media,B2C,organic,0.56,368164.25,258.0,-9407262.75,Muy Alto,Muy Alto,Bajo
Diverse asymmetric orchestration,2023-02-22 00:00:00+00:00,2023-08-02 00:00:00+00:00,8650756.0,0.39,email,B2C,paid,0.4,468536.15,161.0,-8182219.85,Muy Alto,Muy Alto,Bajo
Reactive zero tolerance core,2023-05-14 00:00:00+00:00,2024-07-29 00:00:00+00:00,7506713.0,0.95,podcast,B2C,promotion,0.44,967358.1,442.0,-6539354.9,Muy Alto,Muy Alto,Bajo
Reverse-engineered 24/7 help-desk,2023-01-19 00:00:00+00:00,2023-09-19 00:00:00+00:00,4683992.0,0.65,social media,B2B,paid,0.28,168009.32,243.0,-4515982.68,Muy Alto,Alto,Bajo
Optimized 24hour budgetary management,2022-12-21 00:00:00+00:00,2024-02-25 00:00:00+00:00,7330528.0,0.61,podcast,B2C,paid,0.48,776332.85,431.0,-6554195.15,Muy Alto,Muy Alto,Bajo
Inverse heuristic encryption,2023-07-07 00:00:00+00:00,2024-05-15 00:00:00+00:00,906124.0,0.15,email,B2B,organic,0.69,123571.95,313.0,-782552.05,Muy Alto,Alto,Bajo
Realigned empowering initiative,2023-03-06 00:00:00+00:00,2024-03-31 00:00:00+00:00,1854127.0,0.58,email,B2B,paid,0.71,783948.9,391.0,-1070178.1,Muy Alto,Muy Alto,Bajo
Reduced mobile matrices,2022-08-31 00:00:00+00:00,2024-02-17 00:00:00+00:00,737234.0,0.74,webinar,B2C,promotion,0.21,62558.41,535.0,-674675.59,Muy Alto,Medio,Bajo
Virtual motivating portal,2022-10-31 00:00:00+00:00,2024-07-28 00:00:00+00:00,6070569.0,0.24,webinar,B2B,Referral,0.19,575160.34,636.0,-5495408.66,Muy Alto,Muy Alto,Bajo
Customizable executive task-force,2022-08-31 00:00:00+00:00,2024-02-10 00:00:00+00:00,147775.0,0.0,email,B2C,promotion,0.38,865674.86,528.0,717899.86,Alto,Muy Alto,Pérdida
Optional 3rdgeneration open architecture,2023-07-16 00:00:00+00:00,2024-07-24 00:00:00+00:00,8108635.0,0.27,podcast,B2C,organic,0.32,596689.85,374.0,-7511945.15,Muy Alto,Muy Alto,Bajo
Networked 6thgeneration neural-net,2022-11-08 00:00:00+00:00,2023-09-07 00:00:00+00:00,3953414.0,0.94,social media,B2B,promotion,0.49,460143.5,303.0,-3493270.5,Muy Alto,Muy Alto,Bajo
Open-architected empowering database,2023-05-25 00:00:00+00:00,2023-12-26 00:00:00+00:00,6378613.0,0.21,podcast,B2C,organic,0.43,91479.12,215.0,-6287133.88,Muy Alto,Medio,Bajo
Multi-channeled human-resource infrastructure,2023-05-30 00:00:00+00:00,2024-04-04 00:00:00+00:00,6388954.0,0.77,webinar,B2C,paid,0.95,984610.31,310.0,-5404343.6899999995,Muy Alto,Muy Alto,Bajo
Distributed intangible software,2022-11-13 00:00:00+00:00,2023-11-27 00:00:00+00:00,1437829.0,0.25,social media,B2B,organic,0.59,689799.85,379.0,-748029.15,Muy Alto,Muy Alto,Bajo
Switchable clear-thinking challenge,2022-08-23 00:00:00+00:00,2023-08-16 00:00:00+00:00,5763588.0,0.6,webinar,B2B,organic,0.16,192521.65,358.0,-5571066.35,Muy Alto,Alto,Bajo
Customizable 4thgeneration Internet solution,2022-11-14 00:00:00+00:00,2023-08-27 00:00:00+00:00,780807.0,0.86,social media,B2B,promotion,0.6,373181.87,286.0,-407625.13,Muy Alto,Muy Alto,Bajo
Reduced zero tolerance policy,2023-01-28 00:00:00+00:00,2024-07-10 00:00:00+00:00,9526332.0,0.4,podcast,B2B,promotion,0.33,352655.66,529.0,-9173676.34,Muy Alto,Muy Alto,Bajo
Profound real-time archive,2023-02-23 00:00:00+00:00,2023-12-02 00:00:00+00:00,5419881.0,0.73,webinar,B2C,Referral,0.4,784870.79,282.0,-4635010.21,Muy Alto,Muy Alto,Bajo
Inverse static support,2022-11-28 00:00:00+00:00,2024-03-22 00:00:00+00:00,6518968.0,0.21,podcast,B2C,Referral,0.5,816329.8,480.0,-5702638.2,Muy Alto,Muy Alto,Bajo
Total attitude-oriented support,2023-01-08 00:00:00+00:00,2024-06-29 00:00:00+00:00,8577221.0,0.98,podcast,B2B,organic,0.86,755740.83,538.0,-7821480.17,Muy Alto,Muy Alto,Bajo
Persistent tangible methodology,2023-02-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,8519024.0,0.64,webinar,B2C,promotion,0.48,900744.98,524.0,-7618279.02,Muy Alto,Muy Alto,Bajo
Robust bi-directional hub,2022-11-01 00:00:00+00:00,2023-08-20 00:00:00+00:00,8793171.0,0.56,email,B2C,Referral,0.77,288613.62,292.0,-8504557.38,Muy Alto,Muy Alto,Bajo
Virtual content-based standardization,2022-08-23 00:00:00+00:00,2024-04-24 00:00:00+00:00,3465891.0,0.27,social media,B2B,organic,0.59,596524.13,610.0,-2869366.87,Muy Alto,Muy Alto,Bajo
Programmable modular architecture,2023-01-12 00:00:00+00:00,2024-01-28 00:00:00+00:00,578458.0,0.9,podcast,B2C,paid,0.7,267847.44,381.0,-310610.56,Muy Alto,Muy Alto,Bajo
Open-source zero administration extranet,2023-06-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,6565398.0,0.47,social media,B2C,paid,0.96,320630.54,214.0,-6244767.46,Muy Alto,Muy Alto,Bajo
Total asymmetric emulation,2023-03-30 00:00:00+00:00,2024-03-15 00:00:00+00:00,6999624.0,0.77,social media,B2C,paid,0.86,936284.24,351.0,-6063339.76,Muy Alto,Muy Alto,Bajo
Streamlined attitude-oriented adapter,2023-07-03 00:00:00+00:00,2024-07-18 00:00:00+00:00,255418.0,0.46,social media,B2B,Referral,0.33,575092.19,381.0,319674.18999999994,Muy Alto,Muy Alto,Bajo
Operative demand-driven open system,2022-10-04 00:00:00+00:00,2023-10-08 00:00:00+00:00,1129495.0,0.49,email,B2C,paid,0.95,390218.59,369.0,-739276.4099999999,Muy Alto,Muy Alto,Bajo
Organic impactful approach,2023-07-08 00:00:00+00:00,2023-11-26 00:00:00+00:00,1597125.0,0.94,email,B2B,organic,0.85,296134.8,141.0,-1300990.2,Muy Alto,Muy Alto,Bajo
Cloned leadingedge moderator,2022-11-11 00:00:00+00:00,2024-04-30 00:00:00+00:00,3683848.0,0.3,email,B2B,Referral,0.72,788871.83,536.0,-2894976.17,Muy Alto,Muy Alto,Bajo
Versatile well-modulated ability,2023-05-28 00:00:00+00:00,2024-03-21 00:00:00+00:00,2450177.0,0.93,podcast,B2B,Referral,0.87,788670.6,298.0,-1661506.4,Muy Alto,Muy Alto,Bajo
Self-enabling zero tolerance synergy,2023-06-01 00:00:00+00:00,2024-05-07 00:00:00+00:00,4950524.0,0.48,webinar,B2B,promotion,0.87,703788.18,341.0,-4246735.82,Muy Alto,Muy Alto,Bajo
Polarized systematic parallelism,2023-01-03 00:00:00+00:00,2024-04-25 00:00:00+00:00,547995.0,0.0,social media,B2B,organic,0.62,775127.75,478.0,227132.75,Muy Alto,Muy Alto,Pérdida
Sharable object-oriented algorithm,2023-01-26 00:00:00+00:00,2023-11-28 00:00:00+00:00,136869.0,0.26,podcast,B2B,Referral,0.68,298349.71,306.0,161480.71000000002,Alto,Muy Alto,Bajo
Progressive systematic architecture,2022-08-15 00:00:00+00:00,2024-01-11 00:00:00+00:00,730671.0,0.69,webinar,B2B,paid,0.97,541005.28,514.0,-189665.71999999997,Muy Alto,Muy Alto,Bajo
Decentralized bi-directional forecast,2023-02-03 00:00:00+00:00,2023-11-18 00:00:00+00:00,961688.0,0.74,email,B2C,promotion,0.26,138002.71,288.0,-823685.29,Muy Alto,Alto,Bajo
Multi-lateral coherent hardware,2023-03-20 00:00:00+00:00,2023-12-20 00:00:00+00:00,803987.0,0.68,social media,B2B,paid,0.77,556040.51,275.0,-247946.49,Muy Alto,Muy Alto,Bajo
Digitized fresh-thinking toolset,2023-07-23 00:00:00+00:00,2024-03-20 00:00:00+00:00,717111.0,0.23,podcast,B2C,Referral,0.58,244491.62,241.0,-472619.38,Muy Alto,Muy Alto,Bajo
Persistent fresh-thinking parallelism,2022-09-26 00:00:00+00:00,2024-07-24 00:00:00+00:00,4045871.0,0.47,email,B2B,organic,0.6,748950.16,667.0,-3296920.84,Muy Alto,Muy Alto,Bajo
Up-sized discrete superstructure,2023-04-08 00:00:00+00:00,2024-02-16 00:00:00+00:00,8503531.0,0.35,webinar,B2C,Referral,0.69,583929.45,314.0,-7919601.55,Muy Alto,Muy Alto,Bajo
Implemented next generation productivity,2022-08-16 00:00:00+00:00,2023-12-12 00:00:00+00:00,2888152.0,0.83,email,B2B,Referral,0.74,887826.15,483.0,-2000325.85,Muy Alto,Muy Alto,Bajo
Persistent radical approach,2022-10-23 00:00:00+00:00,2023-08-15 00:00:00+00:00,9989135.0,0.8,email,B2C,promotion,0.91,8272.5,296.0,-9980862.5,Muy Alto,Muy Bajo,Bajo
Robust dynamic circuit,2022-10-04 00:00:00+00:00,2024-04-29 00:00:00+00:00,359367.0,0.37,webinar,B2B,Referral,0.13,575711.5,573.0,216344.5,Muy Alto,Muy Alto,Bajo
Assimilated cohesive contingency,2023-03-10 00:00:00+00:00,2024-07-22 00:00:00+00:00,5208832.0,0.6,podcast,B2B,Referral,0.46,85934.39,500.0,-5122897.61,Muy Alto,Medio,Bajo
Distributed heuristic extranet,2022-08-27 00:00:00+00:00,2023-12-31 00:00:00+00:00,1925846.0,0.61,podcast,B2C,promotion,0.22,828613.75,491.0,-1097232.25,Muy Alto,Muy Alto,Bajo
Public-key optimizing open architecture,2023-04-01 00:00:00+00:00,2023-11-13 00:00:00+00:00,3509584.0,0.7,social media,B2C,paid,0.26,153946.14,226.0,-3355637.86,Muy Alto,Alto,Bajo
Self-enabling secondary methodology,2022-09-22 00:00:00+00:00,2024-04-16 00:00:00+00:00,8959174.0,0.22,podcast,B2C,promotion,0.16,707937.27,572.0,-8251236.73,Muy Alto,Muy Alto,Bajo
Multi-channeled intermediate project,2023-07-10 00:00:00+00:00,2024-06-11 00:00:00+00:00,3086633.0,0.4,webinar,B2C,paid,0.51,487045.64,337.0,-2599587.36,Muy Alto,Muy Alto,Bajo
Re-engineered 24/7 benchmark,2022-10-07 00:00:00+00:00,2023-08-02 00:00:00+00:00,6076156.0,0.6,podcast,B2C,paid,0.46,560912.6,299.0,-5515243.4,Muy Alto,Muy Alto,Bajo
Automated 6thgeneration solution,2023-04-10 00:00:00+00:00,2023-08-27 00:00:00+00:00,8235152.0,0.99,podcast,B2C,organic,0.27,470489.22,139.0,-7764662.78,Muy Alto,Muy Alto,Bajo
Persevering asymmetric orchestration,2022-10-23 00:00:00+00:00,2024-03-12 00:00:00+00:00,6886082.0,0.33,webinar,B2C,organic,0.82,360686.83,506.0,-6525395.17,Muy Alto,Muy Alto,Bajo
Enhanced web-enabled knowledge user,2023-04-24 00:00:00+00:00,2024-05-25 00:00:00+00:00,7194112.0,0.99,webinar,B2C,Referral,0.67,793615.75,397.0,-6400496.25,Muy Alto,Muy Alto,Bajo
Multi-tiered fresh-thinking monitoring,2023-01-31 00:00:00+00:00,2024-01-23 00:00:00+00:00,9248768.0,0.5,social media,B2C,organic,0.48,539681.9,357.0,-8709086.1,Muy Alto,Muy Alto,Bajo
Cloned background ability,2023-05-08 00:00:00+00:00,2023-08-05 00:00:00+00:00,669098.0,0.95,podcast,B2C,Referral,0.6,419310.48,89.0,-249787.52000000002,Muy Alto,Muy Alto,Bajo
Up-sized bifurcated budgetary management,2023-06-21 00:00:00+00:00,2024-03-29 00:00:00+00:00,659323.0,0.46,email,B2B,paid,0.64,868615.57,282.0,209292.56999999995,Muy Alto,Muy Alto,Bajo
Virtual methodical projection,2022-08-28 00:00:00+00:00,2023-08-03 00:00:00+00:00,293944.0,0.23,podcast,B2B,Referral,0.34,517886.3,340.0,223942.3,Muy Alto,Muy Alto,Bajo
Configurable 6thgeneration approach,2023-07-20 00:00:00+00:00,2023-08-05 00:00:00+00:00,8989865.0,0.51,social media,B2C,paid,0.94,940644.5,16.0,-8049220.5,Muy Alto,Muy Alto,Bajo
Networked zero administration hardware,2023-06-18 00:00:00+00:00,2024-01-12 00:00:00+00:00,793301.0,0.6,webinar,B2C,promotion,0.6,993317.73,208.0,200016.72999999998,Muy Alto,Muy Alto,Bajo
Integrated dedicated solution,2023-04-25 00:00:00+00:00,2023-09-26 00:00:00+00:00,4987116.0,0.59,webinar,B2B,promotion,0.13,753551.91,154.0,-4233564.09,Muy Alto,Muy Alto,Bajo
Managed coherent Local Area Network,2022-08-22 00:00:00+00:00,2024-07-09 00:00:00+00:00,868988.0,0.2,email,B2B,paid,0.63,627464.79,687.0,-241523.20999999996,Muy Alto,Muy Alto,Bajo
Assimilated bifurcated policy,2023-07-12 00:00:00+00:00,2024-06-07 00:00:00+00:00,8821978.0,0.56,podcast,B2C,organic,0.9,385119.98,331.0,-8436858.02,Muy Alto,Muy Alto,Bajo
Intuitive secondary initiative,2023-07-21 00:00:00+00:00,2023-10-02 00:00:00+00:00,406919.0,0.87,email,B2C,organic,0.5,924409.28,73.0,517490.28,Muy Alto,Muy Alto,Bajo
Reverse-engineered bandwidth-monitored encoding,2023-04-13 00:00:00+00:00,2023-12-22 00:00:00+00:00,726831.0,0.37,social media,B2B,paid,0.71,778626.74,253.0,51795.73999999999,Muy Alto,Muy Alto,Bajo
Adaptive 24/7 open architecture,2023-04-28 00:00:00+00:00,2024-04-26 00:00:00+00:00,1164616.0,0.8,email,B2B,organic,0.81,13324.2,364.0,-1151291.8,Muy Alto,Bajo,Bajo
Grass-roots holistic migration,2022-08-26 00:00:00+00:00,2023-12-23 00:00:00+00:00,8991795.0,0.67,email,B2B,promotion,0.24,736828.76,484.0,-8254966.24,Muy Alto,Muy Alto,Bajo
Face-to-face background methodology,2022-11-26 00:00:00+00:00,2024-04-19 00:00:00+00:00,7809981.0,0.94,webinar,B2C,organic,0.35,535075.58,510.0,-7274905.42,Muy Alto,Muy Alto,Bajo
Visionary neutral attitude,2023-07-02 00:00:00+00:00,2024-07-25 00:00:00+00:00,3571761.0,0.19,podcast,B2C,organic,0.1,146092.95,389.0,-3425668.05,Muy Alto,Alto,Bajo
Grass-roots tertiary adapter,2023-02-21 00:00:00+00:00,2024-03-25 00:00:00+00:00,7424384.0,0.9,webinar,B2B,promotion,0.95,562833.1,398.0,-6861550.9,Muy Alto,Muy Alto,Bajo
Function-based dynamic focus group,2022-12-17 00:00:00+00:00,2024-02-08 00:00:00+00:00,254757.0,0.1,webinar,B2C,paid,0.43,869402.93,418.0,614645.93,Muy Alto,Muy Alto,Bajo
Multi-tiered stable installation,2023-03-23 00:00:00+00:00,2024-04-15 00:00:00+00:00,2855253.0,0.1,webinar,B2C,paid,0.2,472180.81,389.0,-2383072.19,Muy Alto,Muy Alto,Bajo
Proactive explicit migration,2023-07-06 00:00:00+00:00,2023-08-06 00:00:00+00:00,3842097.0,0.96,social media,B2C,organic,0.58,833349.14,31.0,-3008747.86,Muy Alto,Muy Alto,Bajo
Reactive eco-centric synergy,2023-07-03 00:00:00+00:00,2024-04-23 00:00:00+00:00,3922515.0,0.28,email,B2B,paid,0.84,127445.11,295.0,-3795069.89,Muy Alto,Alto,Bajo
Automated dedicated budgetary management,2023-08-01 00:00:00+00:00,2024-04-06 00:00:00+00:00,143699.0,0.14,podcast,B2B,organic,0.87,881768.44,249.0,738069.44,Alto,Muy Alto,Bajo
Multi-channeled coherent moderator,2022-08-10 00:00:00+00:00,2024-03-18 00:00:00+00:00,1100795.0,0.79,podcast,B2C,Referral,0.81,680150.2,586.0,-420644.80000000005,Muy Alto,Muy Alto,Bajo
Synergized bottom-line paradigm,2022-12-06 00:00:00+00:00,2024-07-09 00:00:00+00:00,9443287.0,0.63,social media,B2C,organic,0.2,524902.66,581.0,-8918384.34,Muy Alto,Muy Alto,Bajo
Phased attitude-oriented standardization,2023-07-03 00:00:00+00:00,2024-05-12 00:00:00+00:00,8710053.0,0.53,podcast,B2B,Referral,0.32,959625.18,314.0,-7750427.82,Muy Alto,Muy Alto,Bajo
Open-architected bottom-line algorithm,2022-11-11 00:00:00+00:00,2023-11-15 00:00:00+00:00,8147325.0,0.96,webinar,B2C,paid,0.37,471361.8,369.0,-7675963.2,Muy Alto,Muy Alto,Bajo
Open-source homogeneous product,2023-05-31 00:00:00+00:00,2023-09-30 00:00:00+00:00,8992179.0,0.79,webinar,B2B,organic,0.51,423523.6,122.0,-8568655.4,Muy Alto,Muy Alto,Bajo
Reduced tertiary implementation,2022-08-10 00:00:00+00:00,2023-10-22 00:00:00+00:00,935387.0,0.83,email,B2B,organic,0.4,949355.73,438.0,13968.729999999981,Muy Alto,Muy Alto,Bajo
Proactive incremental framework,2022-12-16 00:00:00+00:00,2024-05-21 00:00:00+00:00,9676038.0,0.12,email,B2B,Referral,0.33,353251.17,522.0,-9322786.83,Muy Alto,Muy Alto,Bajo
Quality-focused hybrid policy,2023-01-28 00:00:00+00:00,2024-05-10 00:00:00+00:00,9002046.0,0.55,social media,B2C,promotion,0.9,766391.61,468.0,-8235654.39,Muy Alto,Muy Alto,Bajo
Progressive 24hour utilization,2022-11-01 00:00:00+00:00,2024-03-14 00:00:00+00:00,1449584.0,0.3,podcast,B2C,Referral,0.56,105658.26,499.0,-1343925.74,Muy Alto,Alto,Bajo
Organized coherent utilization,2022-09-12 00:00:00+00:00,2024-05-18 00:00:00+00:00,788964.0,0.52,email,B2C,Referral,0.56,160161.3,614.0,-628802.7,Muy Alto,Alto,Bajo
Versatile user-facing benchmark,2022-09-19 00:00:00+00:00,2024-05-21 00:00:00+00:00,5365892.0,0.9,social media,B2B,promotion,0.0,761292.13,610.0,-4604599.87,Muy Alto,Muy Alto,Bajo
Configurable client-driven migration,2022-12-09 00:00:00+00:00,2024-03-10 00:00:00+00:00,2117232.0,0.16,social media,B2C,Referral,0.32,972694.3,457.0,-1144537.7,Muy Alto,Muy Alto,Bajo
Public-key fresh-thinking intranet,2023-07-23 00:00:00+00:00,2024-04-01 00:00:00+00:00,8829695.0,0.19,webinar,B2C,Referral,0.13,928231.8,253.0,-7901463.2,Muy Alto,Muy Alto,Bajo
Self-enabling bandwidth-monitored array,2022-09-15 00:00:00+00:00,2024-04-05 00:00:00+00:00,4297096.0,0.84,webinar,B2C,Referral,0.68,345521.31,568.0,-3951574.69,Muy Alto,Muy Alto,Bajo
Profound disintermediate analyzer,2022-12-16 00:00:00+00:00,2023-11-09 00:00:00+00:00,494182.0,0.4,social media,B2B,paid,0.83,917197.39,328.0,423015.39,Muy Alto,Muy Alto,Bajo
Multi-tiered multi-tasking support,2022-10-23 00:00:00+00:00,2023-12-08 00:00:00+00:00,380912.0,0.22,webinar,B2C,Referral,0.2,573889.99,411.0,192977.99,Muy Alto,Muy Alto,Bajo
Triple-buffered next generation moderator,2023-07-22 00:00:00+00:00,2024-02-17 00:00:00+00:00,9695519.0,0.51,webinar,B2B,promotion,0.51,605117.55,210.0,-9090401.45,Muy Alto,Muy Alto,Bajo
Synergistic needs-based framework,2022-10-21 00:00:00+00:00,2024-04-27 00:00:00+00:00,2278798.0,0.41,webinar,B2C,organic,0.29,940147.71,554.0,-1338650.29,Muy Alto,Muy Alto,Bajo
Horizontal national alliance,2022-12-20 00:00:00+00:00,2023-11-10 00:00:00+00:00,5955027.0,0.47,social media,B2C,Referral,0.42,345405.0,325.0,-5609622.0,Muy Alto,Muy Alto,Bajo
Team-oriented mobile contingency,2023-03-29 00:00:00+00:00,2024-01-25 00:00:00+00:00,552197.0,0.97,podcast,B2B,promotion,0.64,643859.1,302.0,91662.09999999998,Muy Alto,Muy Alto,Bajo
Persistent grid-enabled contingency,2022-10-14 00:00:00+00:00,2024-02-06 00:00:00+00:00,3897872.0,0.1,podcast,B2C,organic,0.25,730692.49,480.0,-3167179.51,Muy Alto,Muy Alto,Bajo
Reactive real-time array,2023-06-21 00:00:00+00:00,2024-04-13 00:00:00+00:00,7710638.0,0.34,podcast,B2C,promotion,0.39,187751.15,297.0,-7522886.85,Muy Alto,Alto,Bajo
Programmable asynchronous encryption,2023-01-17 00:00:00+00:00,2023-12-22 00:00:00+00:00,1648572.0,0.89,podcast,B2B,Referral,0.41,9714.17,339.0,-1638857.83,Muy Alto,Muy Bajo,Bajo
Object-based web-enabled intranet,2023-06-01 00:00:00+00:00,2023-08-11 00:00:00+00:00,3229726.0,0.93,webinar,B2B,promotion,0.17,919995.28,71.0,-2309730.7199999997,Muy Alto,Muy Alto,Bajo
