campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Streamlined non-volatile projection,2022-10-17 00:00:00+00:00,2024-01-19 00:00:00+00:00,52686.92,740.95,social media,B2B,organic,0.28,443069.55,459.0,390382.63,Medio,Alto,Medio
Synergized client-driven algorithm,2023-04-11 00:00:00+00:00,2023-12-05 00:00:00+00:00,16420.77,3749.21,social media,B2C,organic,0.73,632069.31,238.0,615648.54,Medio,Alto,
Cross-platform composite matrix,2022-10-30 00:00:00+00:00,2024-02-25 00:00:00+00:00,46976.52,690.67,webinar,B2C,organic,0.85,371431.14,483.0,324454.62,Medio,Alto,Medio
Networked background utilization,2023-03-12 00:00:00+00:00,2024-05-19 00:00:00+00:00,91122.63,812.22,social media,B2C,organic,0.7,831243.27,434.0,740120.64,Medio,Alto,Medio
Quality-focused composite challenge,2022-12-01 00:00:00+00:00,2024-01-28 00:00:00+00:00,4855.98,13265.03,podcast,B2B,promotion,0.85,649003.16,423.0,644147.18,Bajo,Alto,
Enhanced asymmetric open system,2023-04-08 00:00:00+00:00,2023-12-20 00:00:00+00:00,54503.83,45.11,social media,B2B,promotion,0.9,79089.3,256.0,24585.47,Medio,Medio,Medio
Innovative hybrid time-frame,2022-08-12 00:00:00+00:00,2023-12-21 00:00:00+00:00,12098.23,2136.76,email,B2C,paid,0.44,270608.24,496.0,258510.00999999998,Medio,Alto,Alto
Re-engineered intangible intranet,2023-03-06 00:00:00+00:00,2024-03-15 00:00:00+00:00,14419.22,649.58,podcast,B2C,promotion,0.18,108083.4,375.0,93664.18,Medio,Alto,Medio
Multi-channeled zero administration software,2023-01-09 00:00:00+00:00,2023-10-17 00:00:00+00:00,59892.4,1469.96,email,B2B,promotion,0.66,940283.84,281.0,880391.44,Medio,Alto,Alto
Universal national adapter,2022-11-28 00:00:00+00:00,2024-07-05 00:00:00+00:00,5197.61,1075.96,social media,B2C,Referral,0.78,61121.6,585.0,55923.99,Bajo,Medio,Alto
Centralized system-worthy knowledgebase,2022-09-16 00:00:00+00:00,2024-01-20 00:00:00+00:00,6310.87,13296.14,email,B2C,paid,0.62,845412.79,491.0,839101.92,Bajo,Alto,
Open-architected asymmetric time-frame,2023-03-25 00:00:00+00:00,2024-06-03 00:00:00+00:00,80612.13,39.88,podcast,B2C,promotion,0.97,112762.13,436.0,32150.0,Medio,Alto,Medio
Centralized leadingedge Local Area Network,2023-01-31 00:00:00+00:00,2023-09-27 00:00:00+00:00,80358.87,40.27,webinar,B2B,organic,0.64,112718.32,239.0,32359.45000000001,Medio,Alto,Medio
Organized needs-based conglomeration,2022-10-19 00:00:00+00:00,2023-10-02 00:00:00+00:00,73855.23,191.21,social media,B2B,promotion,0.5,215072.47,348.0,141217.24,Medio,Alto,Medio
Optional secondary collaboration,2023-04-19 00:00:00+00:00,2024-02-28 00:00:00+00:00,63911.62,177.64,podcast,B2C,organic,0.49,177445.17,315.0,113533.55000000002,Medio,Alto,Medio
Synchronized client-driven challenge,2023-02-08 00:00:00+00:00,2023-08-22 00:00:00+00:00,50124.39,1175.86,social media,B2B,paid,0.22,639517.42,195.0,589393.03,Medio,Alto,Alto
Enterprise-wide zero administration Graphic Interface,2022-11-24 00:00:00+00:00,2024-05-11 00:00:00+00:00,38086.24,1697.47,podcast,B2C,paid,0.71,684590.46,534.0,646504.22,Medio,Alto,Alto
Programmable local moratorium,2023-03-27 00:00:00+00:00,2023-08-15 00:00:00+00:00,48046.33,5.18,podcast,B2C,promotion,0.45,50534.85,141.0,2488.519999999997,Medio,Medio,Bajo
Networked systematic attitude,2022-11-01 00:00:00+00:00,2023-10-02 00:00:00+00:00,63808.2,331.83,email,B2B,promotion,0.17,275542.3,335.0,211734.09999999998,Medio,Alto,Medio
Pre-emptive solution-oriented standardization,2023-01-31 00:00:00+00:00,2023-12-24 00:00:00+00:00,26057.53,552.08,email,B2B,Referral,0.32,169915.72,327.0,143858.19,Medio,Alto,Medio
Down-sized contextually-based strategy,2022-12-07 00:00:00+00:00,2024-01-20 00:00:00+00:00,56381.6,773.69,social media,B2C,Referral,0.41,492601.2,409.0,436219.60000000003,Medio,Alto,Medio
Reverse-engineered zero administration workforce,2022-10-11 00:00:00+00:00,2023-10-14 00:00:00+00:00,57815.1,1564.04,webinar,B2B,promotion,0.65,962065.9,368.0,904250.8,Medio,Alto,Alto
Pre-emptive real-time database,2023-07-28 00:00:00+00:00,2023-09-11 00:00:00+00:00,75262.37,460.5,webinar,B2B,Referral,0.7,421847.27,45.0,346584.9,Medio,Alto,Medio
Business-focused foreground budgetary management,2023-06-14 00:00:00+00:00,2023-12-10 00:00:00+00:00,43226.59,1226.64,social media,B2B,Referral,0.53,573462.79,179.0,530236.2000000001,Medio,Alto,Alto
Stand-alone multi-tasking methodology,2022-11-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,84506.27,344.54,podcast,B2C,organic,0.63,375663.38,548.0,291157.11,Medio,Alto,Medio
Proactive eco-centric process improvement,2023-01-08 00:00:00+00:00,2023-12-27 00:00:00+00:00,36457.88,2382.82,social media,B2B,organic,0.73,905182.53,353.0,868724.65,Medio,Alto,Alto
Digitized human-resource knowledge user,2023-02-04 00:00:00+00:00,2024-01-25 00:00:00+00:00,10038.96,8981.49,podcast,B2B,promotion,0.7,911686.87,355.0,901647.91,Medio,Alto,
Ergonomic next generation hub,2022-12-18 00:00:00+00:00,2024-01-27 00:00:00+00:00,27079.85,2797.49,social media,B2C,Referral,0.3,784636.2,405.0,757556.35,Medio,Alto,Alto
Realigned radical hardware,2022-11-03 00:00:00+00:00,2024-07-12 00:00:00+00:00,34512.86,2796.64,webinar,B2B,Referral,0.87,999712.49,617.0,965199.63,Medio,Alto,Alto
Grass-roots national approach,2022-08-29 00:00:00+00:00,2024-03-21 00:00:00+00:00,16063.49,5304.08,email,B2B,promotion,0.69,868083.16,570.0,852019.67,Medio,Alto,
Synergistic mobile task-force,2022-11-02 00:00:00+00:00,2023-11-20 00:00:00+00:00,61343.2,1438.09,social media,B2B,Referral,0.73,943514.25,383.0,882171.05,Medio,Alto,Alto
Customer-focused fault-tolerant help-desk,2022-10-08 00:00:00+00:00,2023-12-25 00:00:00+00:00,39585.98,2145.84,podcast,B2B,promotion,0.99,889037.24,443.0,849451.26,Medio,Alto,Alto
Face-to-face 6thgeneration portal,2023-05-08 00:00:00+00:00,2023-09-05 00:00:00+00:00,99535.21,43.35,social media,B2B,paid,0.15,142678.88,120.0,43143.67,Medio,Alto,Medio
Ameliorated encompassing capacity,2023-02-19 00:00:00+00:00,2024-07-28 00:00:00+00:00,44466.83,1034.98,webinar,B2B,promotion,0.31,504690.83,525.0,460224.0,Medio,Alto,Alto
Digitized optimizing capability,2022-08-25 00:00:00+00:00,2023-10-12 00:00:00+00:00,70841.82,474.4,podcast,B2C,paid,0.76,406913.89,413.0,336072.07,Medio,Alto,Medio
Triple-buffered zero tolerance circuit,2023-04-27 00:00:00+00:00,2024-03-18 00:00:00+00:00,62752.63,389.88,podcast,B2C,paid,0.32,307410.29,326.0,244657.65999999997,Medio,Alto,Medio
Open-source background firmware,2023-07-04 00:00:00+00:00,2024-04-09 00:00:00+00:00,97748.2,455.89,email,B2C,Referral,0.96,543371.38,280.0,445623.18,Medio,Alto,Medio
Expanded global matrices,2022-11-28 00:00:00+00:00,2024-04-16 00:00:00+00:00,67048.32,267.33,webinar,B2B,organic,0.42,246285.96,505.0,179237.63999999998,Medio,Alto,Medio
Organized regional implementation,2023-02-13 00:00:00+00:00,2023-12-31 00:00:00+00:00,34303.92,1126.7,webinar,B2C,paid,0.48,420804.86,321.0,386500.94,Medio,Alto,Alto
Realigned stable parallelism,2023-03-31 00:00:00+00:00,2024-01-18 00:00:00+00:00,52871.17,1057.11,webinar,B2B,promotion,0.53,611779.7,293.0,558908.5299999999,Medio,Alto,Alto
Networked executive knowledgebase,2022-10-18 00:00:00+00:00,2023-08-19 00:00:00+00:00,53678.65,142.17,email,B2B,promotion,0.24,129992.9,305.0,76314.25,Medio,Alto,Medio
Multi-tiered neutral standardization,2023-05-09 00:00:00+00:00,2023-11-26 00:00:00+00:00,21921.72,3190.23,webinar,B2C,organic,0.55,721273.96,201.0,699352.24,Medio,Alto,
Virtual cohesive orchestration,2023-03-11 00:00:00+00:00,2023-08-21 00:00:00+00:00,98706.34,406.21,email,B2C,promotion,0.92,499658.4,163.0,400952.06000000006,Medio,Alto,Medio
Progressive 4thgeneration policy,2022-10-06 00:00:00+00:00,2024-04-20 00:00:00+00:00,16290.7,961.34,webinar,B2C,promotion,0.99,172899.7,562.0,156609.0,Medio,Alto,Medio
Monitored impactful installation,2023-07-28 00:00:00+00:00,2023-11-25 00:00:00+00:00,24936.91,2070.81,webinar,B2B,promotion,0.37,541332.72,120.0,516395.81,Medio,Alto,Alto
Automated responsive initiative,2022-08-30 00:00:00+00:00,2024-05-12 00:00:00+00:00,20401.62,4190.61,podcast,B2B,paid,0.28,875354.92,621.0,854953.3,Medio,Alto,
Function-based grid-enabled conglomeration,2022-12-06 00:00:00+00:00,2024-05-03 00:00:00+00:00,33675.46,504.31,email,B2B,promotion,0.89,203504.87,514.0,169829.41,Medio,Alto,Medio
Polarized dynamic analyzer,2023-06-27 00:00:00+00:00,2024-07-26 00:00:00+00:00,87618.4,213.09,podcast,B2C,promotion,0.5,274321.91,395.0,186703.50999999998,Medio,Alto,Medio
Centralized methodical alliance,2023-07-19 00:00:00+00:00,2024-02-11 00:00:00+00:00,33524.69,2795.21,podcast,B2C,paid,0.19,970610.35,207.0,937085.6599999999,Medio,Alto,Alto
Visionary directional open architecture,2023-05-02 00:00:00+00:00,2024-05-29 00:00:00+00:00,86623.59,23.68,webinar,B2C,organic,0.23,107133.96,393.0,20510.37000000001,Medio,Alto,Medio
Reduced static functionalities,2023-03-09 00:00:00+00:00,2024-01-08 00:00:00+00:00,8473.58,9823.69,social media,B2B,organic,0.93,840891.99,305.0,832418.41,Bajo,Alto,
Sharable upward-trending initiative,2022-10-23 00:00:00+00:00,2024-04-09 00:00:00+00:00,20951.3,4645.8,social media,B2C,organic,0.24,994306.41,534.0,973355.11,Medio,Alto,
Front-line eco-centric open system,2023-06-16 00:00:00+00:00,2024-07-06 00:00:00+00:00,36331.8,1613.76,social media,B2B,promotion,0.76,622639.37,386.0,586307.57,Medio,Alto,Alto
Managed bandwidth-monitored complexity,2023-03-21 00:00:00+00:00,2024-04-04 00:00:00+00:00,19401.94,3080.14,email,B2B,organic,0.25,617007.9,380.0,597605.9600000001,Medio,Alto,
Re-engineered non-volatile algorithm,2023-03-04 00:00:00+00:00,2023-11-06 00:00:00+00:00,59532.42,1199.61,webinar,B2B,paid,0.9,773688.33,247.0,714155.9099999999,Medio,Alto,Alto
Integrated secondary migration,2023-01-04 00:00:00+00:00,2024-04-26 00:00:00+00:00,98089.92,432.4,webinar,B2C,paid,0.22,522231.68,478.0,424141.76,Medio,Alto,Medio
Horizontal 6thgeneration model,2022-11-19 00:00:00+00:00,2023-10-29 00:00:00+00:00,16308.37,3035.48,webinar,B2C,promotion,0.37,511344.87,344.0,495036.5,Medio,Alto,
Robust optimizing projection,2023-06-12 00:00:00+00:00,2023-11-06 00:00:00+00:00,36824.24,2538.15,email,B2B,promotion,0.42,971476.94,147.0,934652.7,Medio,Alto,Alto
Right-sized scalable open architecture,2023-02-06 00:00:00+00:00,2023-12-24 00:00:00+00:00,62406.71,98.57,webinar,B2B,promotion,0.67,123917.89,321.0,61511.18,Medio,Alto,Medio
Optional mission-critical project,2022-08-06 00:00:00+00:00,2024-07-22 00:00:00+00:00,96713.47,929.16,podcast,B2C,paid,0.63,995340.62,716.0,898627.15,Medio,Alto,Medio
Focused responsive open architecture,2022-11-09 00:00:00+00:00,2024-01-28 00:00:00+00:00,91490.92,-57.81,webinar,B2C,Referral,0.95,38601.99,445.0,-52888.93,Medio,Medio,
Reverse-engineered static infrastructure,2023-07-26 00:00:00+00:00,2024-05-29 00:00:00+00:00,12246.32,7961.24,email,B2B,Referral,0.44,987205.29,308.0,974958.9700000001,Medio,Alto,
Monitored grid-enabled productivity,2023-01-08 00:00:00+00:00,2024-06-07 00:00:00+00:00,29724.33,3134.45,podcast,B2C,promotion,0.27,961419.64,516.0,931695.31,Medio,Alto,
Cross-group foreground ability,2023-03-11 00:00:00+00:00,2023-11-27 00:00:00+00:00,32343.79,70.18,social media,B2B,paid,0.5,55043.59,261.0,22699.799999999996,Medio,Medio,Medio
Switchable mobile toolset,2023-06-25 00:00:00+00:00,2024-04-16 00:00:00+00:00,59590.26,864.44,podcast,B2B,Referral,0.99,574709.76,296.0,515119.5,Medio,Alto,Medio
Front-line mobile ability,2022-11-12 00:00:00+00:00,2023-08-18 00:00:00+00:00,77582.36,451.9,podcast,B2C,promotion,0.47,428175.9,279.0,350593.54000000004,Medio,Alto,Medio
Optional systemic adapter,2022-12-15 00:00:00+00:00,2023-12-16 00:00:00+00:00,23477.6,833.08,email,B2B,paid,0.34,219063.7,366.0,195586.1,Medio,Alto,Medio
User-friendly responsive parallelism,2022-10-31 00:00:00+00:00,2024-05-08 00:00:00+00:00,9666.13,448.72,email,B2C,Referral,0.65,53039.92,555.0,43373.79,Bajo,Medio,Medio
Mandatory grid-enabled throughput,2023-06-07 00:00:00+00:00,2023-08-06 00:00:00+00:00,63938.71,1292.85,email,B2C,Referral,0.49,890569.79,60.0,826631.0800000001,Medio,Alto,Alto
Phased dynamic throughput,2023-07-07 00:00:00+00:00,2023-12-31 00:00:00+00:00,44248.38,608.26,webinar,B2B,paid,0.65,313395.54,177.0,269147.16,Medio,Alto,Medio
Pre-emptive mobile Local Area Network,2023-05-07 00:00:00+00:00,2024-02-13 00:00:00+00:00,97083.41,289.69,podcast,B2B,promotion,0.25,378325.1,282.0,281241.68999999994,Medio,Alto,Medio
Decentralized zero-defect superstructure,2022-10-18 00:00:00+00:00,2023-10-03 00:00:00+00:00,18706.92,2866.29,webinar,B2B,Referral,0.44,554902.17,350.0,536195.25,Medio,Alto,Alto
Distributed grid-enabled focus group,2022-10-10 00:00:00+00:00,2023-10-12 00:00:00+00:00,92742.9,714.94,webinar,B2B,organic,0.33,755802.41,367.0,663059.51,Medio,Alto,Medio
Monitored global leverage,2023-03-10 00:00:00+00:00,2024-04-26 00:00:00+00:00,14418.29,4641.29,email,B2B,promotion,0.67,683612.91,413.0,669194.62,Medio,Alto,
Secured exuding hardware,2022-08-17 00:00:00+00:00,2024-04-13 00:00:00+00:00,55644.28,1273.39,podcast,B2C,Referral,0.68,764211.61,605.0,708567.33,Medio,Alto,Alto
Re-engineered content-based projection,2023-06-23 00:00:00+00:00,2024-05-03 00:00:00+00:00,49973.41,510.52,podcast,B2B,promotion,0.4,305097.18,315.0,255123.77,Medio,Alto,Medio
Compatible explicit hierarchy,2022-10-06 00:00:00+00:00,2024-05-27 00:00:00+00:00,52495.87,615.41,webinar,B2B,promotion,0.56,375558.47,599.0,323062.6,Medio,Alto,Medio
Reduced holistic groupware,2023-05-22 00:00:00+00:00,2023-08-13 00:00:00+00:00,22905.15,3932.59,podcast,B2C,paid,0.2,923669.92,83.0,900764.77,Medio,Alto,
Organic national application,2023-03-01 00:00:00+00:00,2023-11-20 00:00:00+00:00,70871.65,173.17,email,B2C,organic,0.46,193601.52,264.0,122729.87,Medio,Alto,Medio
Configurable multi-tasking projection,2022-12-07 00:00:00+00:00,2023-08-07 00:00:00+00:00,91280.14,737.44,social media,B2B,paid,0.24,764420.89,243.0,673140.75,Medio,Alto,Medio
Open-source zero-defect groupware,2022-08-22 00:00:00+00:00,2024-02-26 00:00:00+00:00,43142.37,1686.52,webinar,B2C,Referral,0.9,770745.63,553.0,727603.26,Medio,Alto,Alto
Extended multi-tasking focus group,2023-07-13 00:00:00+00:00,2023-11-11 00:00:00+00:00,90807.23,69.17,email,B2B,Referral,0.76,153622.7,121.0,62815.470000000016,Medio,Alto,Medio
Reverse-engineered 4thgeneration adapter,2023-01-01 00:00:00+00:00,2024-04-15 00:00:00+00:00,32622.8,1641.71,podcast,B2C,promotion,0.3,568194.2,470.0,535571.3999999999,Medio,Alto,Alto
Open-source heuristic methodology,2023-06-04 00:00:00+00:00,2023-10-18 00:00:00+00:00,25277.14,94.09,email,B2C,organic,0.92,49060.75,136.0,23783.61,Medio,Medio,Medio
Diverse interactive functionalities,2023-06-07 00:00:00+00:00,2023-10-09 00:00:00+00:00,84489.59,831.09,social media,B2B,promotion,0.83,786673.54,124.0,702183.9500000001,Medio,Alto,Medio
Ameliorated leadingedge moratorium,2022-12-17 00:00:00+00:00,2024-06-11 00:00:00+00:00,28928.55,349.67,email,B2C,Referral,0.12,130083.15,542.0,101154.59999999999,Medio,Alto,Medio
Distributed web-enabled matrix,2023-01-21 00:00:00+00:00,2024-03-22 00:00:00+00:00,9774.56,9294.55,email,B2B,paid,0.6,918275.49,426.0,908500.9299999999,Bajo,Alto,
Horizontal full-range complexity,2022-08-06 00:00:00+00:00,2023-08-31 00:00:00+00:00,59889.62,138.74,webinar,B2C,Referral,0.85,142978.25,390.0,83088.63,Medio,Alto,Medio
Re-engineered optimizing definition,2023-04-18 00:00:00+00:00,2023-10-09 00:00:00+00:00,90656.1,877.66,podcast,B2C,organic,0.56,886308.94,174.0,795652.84,Medio,Alto,Medio
Horizontal regional implementation,2023-05-31 00:00:00+00:00,2024-02-21 00:00:00+00:00,84627.74,764.81,podcast,B2C,paid,0.75,731870.88,266.0,647243.14,Medio,Alto,Medio
Robust eco-centric service-desk,2023-03-03 00:00:00+00:00,2023-12-01 00:00:00+00:00,61961.66,1182.63,webinar,B2B,organic,0.81,794739.96,273.0,732778.2999999999,Medio,Alto,Alto
Expanded radical array,2023-07-27 00:00:00+00:00,2024-02-11 00:00:00+00:00,67729.9,1245.87,webinar,B2B,promotion,0.44,911554.74,199.0,843824.84,Medio,Alto,Alto
Cross-group interactive matrix,2022-12-02 00:00:00+00:00,2023-09-18 00:00:00+00:00,53669.55,1111.22,podcast,B2B,paid,0.22,650057.57,290.0,596388.0199999999,Medio,Alto,Alto
Digitized full-range moderator,2023-05-07 00:00:00+00:00,2023-12-14 00:00:00+00:00,45957.86,1948.72,podcast,B2B,Referral,0.57,941547.97,221.0,895590.11,Medio,Alto,Alto
Programmable dedicated Graphical User Interface,2023-01-28 00:00:00+00:00,2023-10-09 00:00:00+00:00,77240.69,608.05,email,B2C,promotion,0.93,546902.83,254.0,469662.13999999996,Medio,Alto,Medio
Total secondary attitude,2023-02-13 00:00:00+00:00,2024-03-01 00:00:00+00:00,27897.65,2575.89,podcast,B2C,Referral,0.36,746509.64,382.0,718611.99,Medio,Alto,Alto
User-friendly coherent software,2023-04-01 00:00:00+00:00,2024-02-20 00:00:00+00:00,81083.98,18.3,podcast,B2C,paid,0.9,95920.24,325.0,14836.26000000001,Medio,Medio,Medio
Grass-roots global attitude,2022-11-20 00:00:00+00:00,2024-04-16 00:00:00+00:00,81664.5,956.55,social media,B2C,paid,0.3,862829.84,513.0,781165.34,Medio,Alto,Medio
Decentralized incremental synergy,2023-05-18 00:00:00+00:00,2023-08-24 00:00:00+00:00,78742.39,-86.98,social media,B2C,Referral,0.79,10253.3,98.0,-68489.09,Medio,Medio,
Virtual executive alliance,2022-10-13 00:00:00+00:00,2024-05-05 00:00:00+00:00,1580.69,15006.43,podcast,B2B,organic,0.17,238785.82,570.0,237205.13,Bajo,Alto,
Distributed content-based service-desk,2023-06-24 00:00:00+00:00,2024-05-10 00:00:00+00:00,3889.42,19689.68,social media,B2C,promotion,0.2,769703.69,321.0,765814.2699999999,Bajo,Alto,
Customizable real-time toolset,2023-07-31 00:00:00+00:00,2024-05-07 00:00:00+00:00,45499.9,543.44,social media,B2C,organic,0.19,292766.77,281.0,247266.87000000002,Medio,Alto,Medio
Cross-group discrete implementation,2023-07-02 00:00:00+00:00,2024-03-10 00:00:00+00:00,98544.63,715.51,podcast,B2C,Referral,0.95,803643.85,252.0,705099.22,Medio,Alto,Medio
Secured object-oriented contingency,2023-01-22 00:00:00+00:00,2023-09-26 00:00:00+00:00,96004.64,517.83,podcast,B2B,promotion,0.33,593146.14,247.0,497141.5,Medio,Alto,Medio
Re-contextualized needs-based function,2022-10-09 00:00:00+00:00,2023-10-23 00:00:00+00:00,23192.5,1101.43,webinar,B2B,Referral,0.53,278642.2,379.0,255449.7,Medio,Alto,Alto
Face-to-face optimal capacity,2022-08-28 00:00:00+00:00,2023-11-29 00:00:00+00:00,28757.86,648.92,email,B2C,Referral,0.3,215374.16,458.0,186616.3,Medio,Alto,Medio
Assimilated analyzing definition,2023-06-19 00:00:00+00:00,2023-12-02 00:00:00+00:00,97448.7,32.26,email,B2C,paid,0.51,128880.88,166.0,31432.180000000008,Medio,Alto,Medio
Diverse homogeneous approach,2022-10-31 00:00:00+00:00,2024-04-18 00:00:00+00:00,58194.33,259.67,social media,B2C,organic,0.58,209309.17,535.0,151114.84000000003,Medio,Alto,Medio
Persevering non-volatile utilization,2023-07-18 00:00:00+00:00,2024-02-12 00:00:00+00:00,36038.7,614.39,webinar,B2B,Referral,0.5,257457.4,209.0,221418.7,Medio,Alto,Medio
Down-sized exuding website,2023-03-29 00:00:00+00:00,2023-12-29 00:00:00+00:00,53597.41,1615.12,podcast,B2C,paid,0.68,919259.71,275.0,865662.2999999999,Medio,Alto,Alto
Persevering zero administration interface,2023-03-27 00:00:00+00:00,2023-10-25 00:00:00+00:00,1052.57,88475.9,email,B2C,promotion,0.44,932323.35,212.0,931270.78,Bajo,Alto,
Re-contextualized global projection,2023-04-28 00:00:00+00:00,2023-10-20 00:00:00+00:00,81795.53,766.11,webinar,B2C,organic,0.98,708435.72,175.0,626640.19,Medio,Alto,Medio
Advanced optimizing portal,2023-02-08 00:00:00+00:00,2023-08-26 00:00:00+00:00,97675.33,884.58,email,B2B,organic,0.77,961689.96,199.0,864014.63,Medio,Alto,Medio
Total client-driven functionalities,2023-03-26 00:00:00+00:00,2024-06-06 00:00:00+00:00,32997.59,339.35,podcast,B2B,paid,0.21,144974.37,438.0,111976.78,Medio,Alto,Medio
Grass-roots reciprocal core,2022-11-07 00:00:00+00:00,2024-01-19 00:00:00+00:00,85249.47,-59.36,social media,B2B,paid,0.9,34642.19,438.0,-50607.28,Medio,Medio,
Self-enabling reciprocal algorithm,2022-11-01 00:00:00+00:00,2024-07-29 00:00:00+00:00,8645.67,11021.77,email,B2B,paid,0.37,961551.85,636.0,952906.1799999999,Bajo,Alto,
Fundamental holistic policy,2023-01-09 00:00:00+00:00,2024-07-29 00:00:00+00:00,7952.59,7856.38,email,B2C,organic,0.64,632738.63,567.0,624786.04,Bajo,Alto,
Automated background intranet,2023-06-24 00:00:00+00:00,2023-12-01 00:00:00+00:00,97730.37,822.06,webinar,B2C,organic,0.34,901131.26,160.0,803400.89,Medio,Alto,Medio
Diverse modular productivity,2023-01-23 00:00:00+00:00,2023-08-19 00:00:00+00:00,6626.65,9717.26,email,B2C,Referral,0.78,650555.67,208.0,643929.02,Bajo,Alto,
Down-sized attitude-oriented conglomeration,2022-08-23 00:00:00+00:00,2024-06-25 00:00:00+00:00,59892.4,1423.15,email,B2C,Referral,0.37,912250.59,672.0,852358.19,Medio,Alto,Alto
Universal 24hour process improvement,2022-12-25 00:00:00+00:00,2024-07-02 00:00:00+00:00,37166.31,1441.2,webinar,B2B,Referral,0.9,572808.65,555.0,535642.3400000001,Medio,Alto,Alto
Fundamental optimal secured line,2023-07-26 00:00:00+00:00,2024-02-04 00:00:00+00:00,56570.94,47.51,podcast,B2C,Referral,0.96,83447.66,193.0,26876.72,Medio,Medio,Medio
Reverse-engineered responsive migration,2023-02-10 00:00:00+00:00,2023-09-23 00:00:00+00:00,91764.9,869.19,webinar,B2C,organic,0.61,889379.44,225.0,797614.5399999999,Medio,Alto,Medio
Organized hybrid intranet,2023-06-03 00:00:00+00:00,2023-11-16 00:00:00+00:00,91247.27,534.78,social media,B2B,Referral,0.0,579220.33,166.0,487973.05999999994,Medio,Alto,Medio
Streamlined intermediate core,2022-08-20 00:00:00+00:00,2024-02-18 00:00:00+00:00,59201.77,1225.26,social media,B2B,promotion,0.65,784578.57,547.0,725376.7999999999,Medio,Alto,Alto
Re-contextualized regional pricing structure,2023-03-18 00:00:00+00:00,2024-06-29 00:00:00+00:00,93497.4,-37.62,email,B2B,promotion,0.37,58328.0,469.0,-35169.399999999994,Medio,Medio,
Stand-alone client-driven challenge,2022-12-20 00:00:00+00:00,2023-10-06 00:00:00+00:00,18364.99,2260.33,webinar,B2B,paid,0.85,433475.14,290.0,415110.15,Medio,Alto,Alto
Reactive client-driven paradigm,2023-04-09 00:00:00+00:00,2023-10-02 00:00:00+00:00,63250.91,-49.34,email,B2C,paid,0.76,32045.66,176.0,-31205.250000000004,Medio,Medio,
Object-based composite info-mediaries,2023-05-04 00:00:00+00:00,2023-12-19 00:00:00+00:00,52277.41,1503.76,webinar,B2C,promotion,0.84,838402.57,229.0,786125.1599999999,Medio,Alto,Alto
User-centric discrete algorithm,2022-09-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,41022.86,1249.6,email,B2B,promotion,0.53,553643.5,677.0,512620.64,Medio,Alto,Alto
Cloned discrete customer loyalty,2023-03-21 00:00:00+00:00,2023-10-11 00:00:00+00:00,69490.13,893.76,email,B2C,paid,0.5,690561.8,204.0,621071.67,Medio,Alto,Medio
Function-based motivating algorithm,2022-11-18 00:00:00+00:00,2024-05-08 00:00:00+00:00,16205.28,3802.86,email,B2B,Referral,0.86,632469.27,537.0,616263.99,Medio,Alto,
Devolved local Graphic Interface,2023-01-04 00:00:00+00:00,2024-06-06 00:00:00+00:00,71575.57,312.18,email,B2C,promotion,0.81,295020.93,519.0,223445.36,Medio,Alto,Medio
Synergized 24hour strategy,2022-09-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,78034.3,821.31,podcast,B2B,paid,0.36,718941.54,376.0,640907.24,Medio,Alto,Medio
Function-based exuding strategy,2023-04-30 00:00:00+00:00,2024-02-25 00:00:00+00:00,87156.45,9.31,social media,B2C,Referral,0.99,95274.7,301.0,8118.25,Medio,Medio,Bajo
Synergistic intermediate middleware,2023-07-22 00:00:00+00:00,2023-10-27 00:00:00+00:00,28984.24,674.25,webinar,B2C,paid,0.93,224410.83,97.0,195426.59,Medio,Alto,Medio
Grass-roots 24/7 orchestration,2023-01-21 00:00:00+00:00,2024-06-25 00:00:00+00:00,39758.97,105.42,social media,B2C,promotion,0.56,81674.81,521.0,41915.84,Medio,Medio,Medio
Adaptive needs-based initiative,2023-06-04 00:00:00+00:00,2024-07-06 00:00:00+00:00,46618.3,1732.14,email,B2C,organic,0.23,854112.83,398.0,807494.5299999999,Medio,Alto,Alto
Automated 5thgeneration attitude,2023-02-05 00:00:00+00:00,2024-06-03 00:00:00+00:00,96380.65,-63.65,email,B2B,Referral,0.18,35031.43,484.0,-61349.219999999994,Medio,Medio,
Mandatory secondary access,2022-08-03 00:00:00+00:00,2023-11-04 00:00:00+00:00,44406.38,888.04,email,B2B,promotion,0.21,438753.14,458.0,394346.76,Medio,Alto,Medio
Digitized analyzing paradigm,2022-09-28 00:00:00+00:00,2023-11-04 00:00:00+00:00,31010.8,2348.97,email,B2B,Referral,0.32,759445.2,402.0,728434.3999999999,Medio,Alto,Alto
Object-based intangible artificial intelligence,2023-03-27 00:00:00+00:00,2023-10-06 00:00:00+00:00,19288.56,620.47,webinar,B2B,promotion,0.44,138967.65,193.0,119679.09,Medio,Alto,Medio
Proactive mission-critical structure,2022-11-18 00:00:00+00:00,2024-06-28 00:00:00+00:00,54317.78,251.47,social media,B2C,paid,0.35,190911.53,588.0,136593.75,Medio,Alto,Medio
