campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Secured object-oriented contingency,2023-01-22 00:00:00+00:00,2023-09-26 00:00:00+00:00,96004640.0,-0.993821692993172,podcast,B2B,promotion,0.33,593146.14,247.0,-95411493.86,Muy Alto,Muy Alto,Pérdida
Re-contextualized needs-based function,2022-10-09 00:00:00+00:00,2023-10-23 00:00:00+00:00,2319250.0,-0.8798567640400992,webinar,B2B,Referral,0.53,278642.2,379.0,-2040607.8,Muy Alto,Muy Alto,Pérdida
Face-to-face optimal capacity,2022-08-28 00:00:00+00:00,2023-11-29 00:00:00+00:00,28757860.0,-0.9925107723592784,email,B2C,Referral,0.3,215374.16,458.0,-28542485.84,Muy Alto,Muy Alto,Pérdida
Assimilated analyzing definition,2023-06-19 00:00:00+00:00,2023-12-02 00:00:00+00:00,9744870.0,-0.9867744895519385,email,B2C,paid,0.51,128880.88,166.0,-9615989.12,Muy Alto,Alto,Pérdida
Diverse homogeneous approach,2022-10-31 00:00:00+00:00,2024-04-18 00:00:00+00:00,58194330.0,-0.9964032721057189,social media,B2C,organic,0.58,209309.17,535.0,-57985020.83,Muy Alto,Muy Alto,Pérdida
Persevering non-volatile utilization,2023-07-18 00:00:00+00:00,2024-02-12 00:00:00+00:00,3603870.0,-0.9285608526389687,webinar,B2B,Referral,0.5,257457.4,209.0,-3346412.6,Muy Alto,Muy Alto,Pérdida
Down-sized exuding website,2023-03-29 00:00:00+00:00,2023-12-29 00:00:00+00:00,53597410.0,-0.982848803514946,podcast,B2C,paid,0.68,919259.71,275.0,-52678150.29,Muy Alto,Muy Alto,Pérdida
Persevering zero administration interface,2023-03-27 00:00:00+00:00,2023-10-25 00:00:00+00:00,1052570.0,-0.11424100059853504,email,B2C,promotion,0.44,932323.35,212.0,-120246.65000000002,Muy Alto,Muy Alto,Pérdida
Re-contextualized global projection,2023-04-28 00:00:00+00:00,2023-10-20 00:00:00+00:00,81795530.0,-0.9913389433383463,webinar,B2C,organic,0.98,708435.72,175.0,-81087094.28,Muy Alto,Muy Alto,Pérdida
Advanced optimizing portal,2023-02-08 00:00:00+00:00,2023-08-26 00:00:00+00:00,97675330.0,-0.9901542184705187,email,B2B,organic,0.77,961689.96,199.0,-96713640.04,Muy Alto,Muy Alto,Pérdida
Total client-driven functionalities,2023-03-26 00:00:00+00:00,2024-06-06 00:00:00+00:00,32997590.0,-0.9956065164152897,podcast,B2B,paid,0.21,144974.37,438.0,-32852615.63,Muy Alto,Alto,Pérdida
Grass-roots reciprocal core,2022-11-07 00:00:00+00:00,2024-01-19 00:00:00+00:00,85249470.0,-0.9995936374736406,social media,B2B,paid,0.9,34642.19,438.0,-85214827.81,Muy Alto,Bajo,Pérdida
Self-enabling reciprocal algorithm,2022-11-01 00:00:00+00:00,2024-07-29 00:00:00+00:00,8645670.0,-0.888782263260106,email,B2B,paid,0.37,961551.85,636.0,-7684118.15,Muy Alto,Muy Alto,Pérdida
Fundamental holistic policy,2023-01-09 00:00:00+00:00,2024-07-29 00:00:00+00:00,7952590.0,-0.9204361560196113,email,B2C,organic,0.64,632738.63,567.0,-7319851.37,Muy Alto,Muy Alto,Pérdida
Automated background intranet,2023-06-24 00:00:00+00:00,2023-12-01 00:00:00+00:00,97730370.0,-0.9907794142189372,webinar,B2C,organic,0.34,901131.26,160.0,-96829238.74,Muy Alto,Muy Alto,Pérdida
Diverse modular productivity,2023-01-23 00:00:00+00:00,2023-08-19 00:00:00+00:00,6626650.0,-0.9018273682780893,email,B2C,Referral,0.78,650555.67,208.0,-5976094.33,Muy Alto,Muy Alto,Pérdida
Down-sized attitude-oriented conglomeration,2022-08-23 00:00:00+00:00,2024-06-25 00:00:00+00:00,5989240.0,-0.8476850835832259,email,B2C,Referral,0.37,912250.59,672.0,-5076989.41,Muy Alto,Muy Alto,Pérdida
Universal 24hour process improvement,2022-12-25 00:00:00+00:00,2024-07-02 00:00:00+00:00,37166310.0,-0.9845879601714564,webinar,B2B,Referral,0.9,572808.65,555.0,-36593501.35,Muy Alto,Muy Alto,Pérdida
Fundamental optimal secured line,2023-07-26 00:00:00+00:00,2024-02-04 00:00:00+00:00,56570940.0,-0.9985249023615306,podcast,B2C,Referral,0.96,83447.66,193.0,-56487492.34,Muy Alto,Medio,Pérdida
Reverse-engineered responsive migration,2023-02-10 00:00:00+00:00,2023-09-23 00:00:00+00:00,9176490.0,-0.9030806506627262,webinar,B2C,organic,0.61,889379.44,225.0,-8287110.5600000005,Muy Alto,Muy Alto,Pérdida
Organized hybrid intranet,2023-06-03 00:00:00+00:00,2023-11-16 00:00:00+00:00,91247270.0,-0.9936521900326443,social media,B2B,Referral,0.0,579220.33,166.0,-90668049.67,Muy Alto,Muy Alto,Pérdida
Streamlined intermediate core,2022-08-20 00:00:00+00:00,2024-02-18 00:00:00+00:00,59201770.0,-0.9867473798502984,social media,B2B,promotion,0.65,784578.57,547.0,-58417191.43,Muy Alto,Muy Alto,Pérdida
Re-contextualized regional pricing structure,2023-03-18 00:00:00+00:00,2024-06-29 00:00:00+00:00,9349740.0,-0.993761537753991,email,B2B,promotion,0.37,58328.0,469.0,-9291412.0,Muy Alto,Medio,Pérdida
Stand-alone client-driven challenge,2022-12-20 00:00:00+00:00,2023-10-06 00:00:00+00:00,18364990.0,-0.9763966579889235,webinar,B2B,paid,0.85,433475.14,290.0,-17931514.86,Muy Alto,Muy Alto,Pérdida
Reactive client-driven paradigm,2023-04-09 00:00:00+00:00,2023-10-02 00:00:00+00:00,63250910.0,-0.9994933565382697,email,B2C,paid,0.76,32045.66,176.0,-63218864.34,Muy Alto,Bajo,Pérdida
Object-based composite info-mediaries,2023-05-04 00:00:00+00:00,2023-12-19 00:00:00+00:00,52277410.0,-0.9839624310003116,webinar,B2C,promotion,0.84,838402.57,229.0,-51439007.43,Muy Alto,Muy Alto,Pérdida
User-centric discrete algorithm,2022-09-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,41022860.0,-0.9865040248290831,email,B2B,promotion,0.53,553643.5,677.0,-40469216.5,Muy Alto,Muy Alto,Pérdida
Cloned discrete customer loyalty,2023-03-21 00:00:00+00:00,2023-10-11 00:00:00+00:00,69490130.0,-0.9900624477173953,email,B2C,paid,0.5,690561.8,204.0,-68799568.2,Muy Alto,Muy Alto,Pérdida
Function-based motivating algorithm,2022-11-18 00:00:00+00:00,2024-05-08 00:00:00+00:00,16205280.0,-0.9609714074671959,email,B2B,Referral,0.86,632469.27,537.0,-15572810.73,Muy Alto,Muy Alto,Pérdida
Devolved local Graphic Interface,2023-01-04 00:00:00+00:00,2024-06-06 00:00:00+00:00,71575570.0,-0.995878189583401,email,B2C,promotion,0.81,295020.93,519.0,-71280549.07,Muy Alto,Muy Alto,Pérdida
Synergized 24hour strategy,2022-09-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,7803430.0,-0.9078685219192073,podcast,B2B,paid,0.36,718941.54,376.0,-7084488.46,Muy Alto,Muy Alto,Pérdida
Function-based exuding strategy,2023-04-30 00:00:00+00:00,2024-02-25 00:00:00+00:00,87156450.0,-0.9989068542833032,social media,B2C,Referral,0.99,95274.7,301.0,-87061175.3,Muy Alto,Medio,Pérdida
Synergistic intermediate middleware,2023-07-22 00:00:00+00:00,2023-10-27 00:00:00+00:00,28984240.0,-0.9922574878623694,webinar,B2C,paid,0.93,224410.83,97.0,-28759829.17,Muy Alto,Muy Alto,Pérdida
Grass-roots 24/7 orchestration,2023-01-21 00:00:00+00:00,2024-06-25 00:00:00+00:00,39758970.0,-0.9979457513612651,social media,B2C,promotion,0.56,81674.81,521.0,-39677295.19,Muy Alto,Medio,Pérdida
Adaptive needs-based initiative,2023-06-04 00:00:00+00:00,2024-07-06 00:00:00+00:00,4661830.0,-0.8167859338500116,email,B2C,organic,0.23,854112.83,398.0,-3807717.17,Muy Alto,Muy Alto,Pérdida
Automated 5thgeneration attitude,2023-02-05 00:00:00+00:00,2024-06-03 00:00:00+00:00,96380650.0,-0.9996365304653994,email,B2B,Referral,0.18,35031.43,484.0,-96345618.57,Muy Alto,Bajo,Pérdida
Mandatory secondary access,2022-08-03 00:00:00+00:00,2023-11-04 00:00:00+00:00,44406380.0,-0.9901195922748037,email,B2B,promotion,0.21,438753.14,458.0,-43967626.86,Muy Alto,Muy Alto,Pérdida
Digitized analyzing paradigm,2022-09-28 00:00:00+00:00,2023-11-04 00:00:00+00:00,3101080.0,-0.7551029963754562,email,B2B,Referral,0.32,759445.2,402.0,-2341634.8,Muy Alto,Muy Alto,Pérdida
Object-based intangible artificial intelligence,2023-03-27 00:00:00+00:00,2023-10-06 00:00:00+00:00,19288560.0,-0.9927953330886288,webinar,B2B,promotion,0.44,138967.65,193.0,-19149592.35,Muy Alto,Alto,Pérdida
Proactive mission-critical structure,2022-11-18 00:00:00+00:00,2024-06-28 00:00:00+00:00,54317780.0,-0.9964852847447006,social media,B2C,paid,0.35,190911.53,588.0,-54126868.47,Muy Alto,Alto,Pérdida
Object-based grid-enabled model,2023-03-27 00:00:00+00:00,2023-08-30 00:00:00+00:00,41357610.0,-0.9789649007764231,social media,B2B,paid,0.65,869961.43,156.0,-40487648.57,Muy Alto,Muy Alto,Pérdida
Seamless executive standardization,2022-11-26 00:00:00+00:00,2024-06-12 00:00:00+00:00,16261190.0,-0.9663623461751569,webinar,B2C,Referral,0.52,546988.28,564.0,-15714201.72,Muy Alto,Muy Alto,Pérdida
De-engineered homogeneous array,2022-10-11 00:00:00+00:00,2024-06-07 00:00:00+00:00,27126770.0,-0.9732427060059122,webinar,B2C,promotion,0.79,725838.96,605.0,-26400931.04,Muy Alto,Muy Alto,Pérdida
Inverse heuristic projection,2023-03-27 00:00:00+00:00,2023-12-10 00:00:00+00:00,97754270.0,-0.9962337783300924,social media,B2C,organic,0.56,368164.25,258.0,-97386105.75,Muy Alto,Muy Alto,Pérdida
Diverse asymmetric orchestration,2023-02-22 00:00:00+00:00,2023-08-02 00:00:00+00:00,86507560.0,-0.9945838704732858,email,B2C,paid,0.4,468536.15,161.0,-86039023.85,Muy Alto,Muy Alto,Pérdida
Reactive zero tolerance core,2023-05-14 00:00:00+00:00,2024-07-29 00:00:00+00:00,75067130.0,-0.9871134263425284,podcast,B2C,promotion,0.44,967358.1,442.0,-74099771.9,Muy Alto,Muy Alto,Pérdida
Reverse-engineered 24/7 help-desk,2023-01-19 00:00:00+00:00,2023-09-19 00:00:00+00:00,46839920.0,-0.9964131168456308,social media,B2B,paid,0.28,168009.32,243.0,-46671910.68,Muy Alto,Alto,Pérdida
Optimized 24hour budgetary management,2022-12-21 00:00:00+00:00,2024-02-25 00:00:00+00:00,73305280.0,-0.9894095916419664,podcast,B2C,paid,0.48,776332.85,431.0,-72528947.15,Muy Alto,Muy Alto,Pérdida
Inverse heuristic encryption,2023-07-07 00:00:00+00:00,2024-05-15 00:00:00+00:00,9061240.0,-0.9863625784109019,email,B2B,organic,0.69,123571.95,313.0,-8937668.05,Muy Alto,Alto,Pérdida
Realigned empowering initiative,2023-03-06 00:00:00+00:00,2024-03-31 00:00:00+00:00,18541270.0,-0.9577187053529775,email,B2B,paid,0.71,783948.9,391.0,-17757321.1,Muy Alto,Muy Alto,Pérdida
Reduced mobile matrices,2022-08-31 00:00:00+00:00,2024-02-17 00:00:00+00:00,7372340.0,-0.9915144431754368,webinar,B2C,promotion,0.21,62558.41,535.0,-7309781.59,Muy Alto,Medio,Pérdida
Virtual motivating portal,2022-10-31 00:00:00+00:00,2024-07-28 00:00:00+00:00,60705690.0,-0.9905254294943356,webinar,B2B,Referral,0.19,575160.34,636.0,-60130529.66,Muy Alto,Muy Alto,Pérdida
Customizable executive task-force,2022-08-31 00:00:00+00:00,2024-02-10 00:00:00+00:00,1477750.0,-0.41419397056335644,email,B2C,promotion,0.38,865674.86,528.0,-612075.14,Muy Alto,Muy Alto,Pérdida
Optional 3rdgeneration open architecture,2023-07-16 00:00:00+00:00,2024-07-24 00:00:00+00:00,81086350.0,-0.992641303375969,podcast,B2C,organic,0.32,596689.85,374.0,-80489660.15,Muy Alto,Muy Alto,Pérdida
Networked 6thgeneration neural-net,2022-11-08 00:00:00+00:00,2023-09-07 00:00:00+00:00,39534140.0,-0.9883608572236553,social media,B2B,promotion,0.49,460143.5,303.0,-39073996.5,Muy Alto,Muy Alto,Pérdida
Open-architected empowering database,2023-05-25 00:00:00+00:00,2023-12-26 00:00:00+00:00,63786130.0,-0.9985658462113943,podcast,B2C,organic,0.43,91479.12,215.0,-63694650.88,Muy Alto,Medio,Pérdida
Multi-channeled human-resource infrastructure,2023-05-30 00:00:00+00:00,2024-04-04 00:00:00+00:00,63889540.0,-0.9845888652508689,webinar,B2C,paid,0.95,984610.31,310.0,-62904929.69,Muy Alto,Muy Alto,Pérdida
Distributed intangible software,2022-11-13 00:00:00+00:00,2023-11-27 00:00:00+00:00,14378290.0,-0.9520249035177341,social media,B2B,organic,0.59,689799.85,379.0,-13688490.15,Muy Alto,Muy Alto,Pérdida
Switchable clear-thinking challenge,2022-08-23 00:00:00+00:00,2023-08-16 00:00:00+00:00,57635880.0,-0.9966596909772177,webinar,B2B,organic,0.16,192521.65,358.0,-57443358.35,Muy Alto,Alto,Pérdida
Customizable 4thgeneration Internet solution,2022-11-14 00:00:00+00:00,2023-08-27 00:00:00+00:00,7808070.0,-0.952205619314376,social media,B2B,promotion,0.6,373181.87,286.0,-7434888.13,Muy Alto,Muy Alto,Pérdida
Reduced zero tolerance policy,2023-01-28 00:00:00+00:00,2024-07-10 00:00:00+00:00,95263320.0,-0.9962980960562786,podcast,B2B,promotion,0.33,352655.66,529.0,-94910664.34,Muy Alto,Muy Alto,Pérdida
Profound real-time archive,2023-02-23 00:00:00+00:00,2023-12-02 00:00:00+00:00,54198810.0,-0.9855186711663965,webinar,B2C,Referral,0.4,784870.79,282.0,-53413939.21,Muy Alto,Muy Alto,Pérdida
Inverse static support,2022-11-28 00:00:00+00:00,2024-03-22 00:00:00+00:00,65189680.0,-0.9874776222248676,podcast,B2C,Referral,0.5,816329.8,480.0,-64373350.2,Muy Alto,Muy Alto,Pérdida
Total attitude-oriented support,2023-01-08 00:00:00+00:00,2024-06-29 00:00:00+00:00,85772210.0,-0.9911889779918228,podcast,B2B,organic,0.86,755740.83,538.0,-85016469.17,Muy Alto,Muy Alto,Pérdida
Persistent tangible methodology,2023-02-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,85190240.0,-0.9894266646038326,webinar,B2C,promotion,0.48,900744.98,524.0,-84289495.02,Muy Alto,Muy Alto,Pérdida
Robust bi-directional hub,2022-11-01 00:00:00+00:00,2023-08-20 00:00:00+00:00,87931710.0,-0.9967177526742059,email,B2C,Referral,0.77,288613.62,292.0,-87643096.38,Muy Alto,Muy Alto,Pérdida
Virtual content-based standardization,2022-08-23 00:00:00+00:00,2024-04-24 00:00:00+00:00,34658910.0,-0.9827887221496578,social media,B2B,organic,0.59,596524.13,610.0,-34062385.87,Muy Alto,Muy Alto,Pérdida
Programmable modular architecture,2023-01-12 00:00:00+00:00,2024-01-28 00:00:00+00:00,5784580.0,-0.9536963029295126,podcast,B2C,paid,0.7,267847.44,381.0,-5516732.56,Muy Alto,Muy Alto,Pérdida
Open-source zero administration extranet,2023-06-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,65653980.0,-0.9951163579115844,social media,B2C,paid,0.96,320630.54,214.0,-65333349.46,Muy Alto,Muy Alto,Pérdida
Total asymmetric emulation,2023-03-30 00:00:00+00:00,2024-03-15 00:00:00+00:00,69996240.0,-0.9866237923637042,social media,B2C,paid,0.86,936284.24,351.0,-69059955.76,Muy Alto,Muy Alto,Pérdida
Streamlined attitude-oriented adapter,2023-07-03 00:00:00+00:00,2024-07-18 00:00:00+00:00,2554180.0,-0.7748427323054757,social media,B2B,Referral,0.33,575092.19,381.0,-1979087.81,Muy Alto,Muy Alto,Pérdida
Operative demand-driven open system,2022-10-04 00:00:00+00:00,2023-10-08 00:00:00+00:00,11294950.0,-0.9654519417969978,email,B2C,paid,0.95,390218.59,369.0,-10904731.41,Muy Alto,Muy Alto,Pérdida
Organic impactful approach,2023-07-08 00:00:00+00:00,2023-11-26 00:00:00+00:00,15971250.0,-0.9814582578069969,email,B2B,organic,0.85,296134.8,141.0,-15675115.2,Muy Alto,Muy Alto,Pérdida
Cloned leadingedge moderator,2022-11-11 00:00:00+00:00,2024-04-30 00:00:00+00:00,36838480.0,-0.9785856574429782,email,B2B,Referral,0.72,788871.83,536.0,-36049608.17,Muy Alto,Muy Alto,Pérdida
Versatile well-modulated ability,2023-05-28 00:00:00+00:00,2024-03-21 00:00:00+00:00,24501770.0,-0.967811688706571,podcast,B2B,Referral,0.87,788670.6,298.0,-23713099.4,Muy Alto,Muy Alto,Pérdida
Self-enabling zero tolerance synergy,2023-06-01 00:00:00+00:00,2024-05-07 00:00:00+00:00,49505240.0,-0.98578356190173,webinar,B2B,promotion,0.87,703788.18,341.0,-48801451.82,Muy Alto,Muy Alto,Pérdida
Polarized systematic parallelism,2023-01-03 00:00:00+00:00,2024-04-25 00:00:00+00:00,5479950.0,-0.8585520397083914,social media,B2B,organic,0.62,775127.75,478.0,-4704822.25,Muy Alto,Muy Alto,Pérdida
Sharable object-oriented algorithm,2023-01-26 00:00:00+00:00,2023-11-28 00:00:00+00:00,1368690.0,-0.7820180537594342,podcast,B2B,Referral,0.68,298349.71,306.0,-1070340.29,Muy Alto,Muy Alto,Pérdida
Progressive systematic architecture,2022-08-15 00:00:00+00:00,2024-01-11 00:00:00+00:00,7306710.0,-0.925957745688552,webinar,B2B,paid,0.97,541005.28,514.0,-6765704.72,Muy Alto,Muy Alto,Pérdida
Decentralized bi-directional forecast,2023-02-03 00:00:00+00:00,2023-11-18 00:00:00+00:00,9616880.0,-0.9856499498797946,email,B2C,promotion,0.26,138002.71,288.0,-9478877.29,Muy Alto,Alto,Pérdida
Multi-lateral coherent hardware,2023-03-20 00:00:00+00:00,2023-12-20 00:00:00+00:00,8039870.0,-0.9308396143221221,social media,B2B,paid,0.77,556040.51,275.0,-7483829.49,Muy Alto,Muy Alto,Pérdida
Digitized fresh-thinking toolset,2023-07-23 00:00:00+00:00,2024-03-20 00:00:00+00:00,7171110.0,-0.9659060284948913,podcast,B2C,Referral,0.58,244491.62,241.0,-6926618.38,Muy Alto,Muy Alto,Pérdida
Persistent fresh-thinking parallelism,2022-09-26 00:00:00+00:00,2024-07-24 00:00:00+00:00,40458710.0,-0.9814885308997742,email,B2B,organic,0.6,748950.16,667.0,-39709759.84,Muy Alto,Muy Alto,Pérdida
Up-sized discrete superstructure,2023-04-08 00:00:00+00:00,2024-02-16 00:00:00+00:00,85035310.0,-0.9931330943580966,webinar,B2C,Referral,0.69,583929.45,314.0,-84451380.55,Muy Alto,Muy Alto,Pérdida
Implemented next generation productivity,2022-08-16 00:00:00+00:00,2023-12-12 00:00:00+00:00,28881520.0,-0.9692597152088949,email,B2B,Referral,0.74,887826.15,483.0,-27993693.85,Muy Alto,Muy Alto,Pérdida
Persistent radical approach,2022-10-23 00:00:00+00:00,2023-08-15 00:00:00+00:00,99891350.0,-0.9999171850215259,email,B2C,promotion,0.91,8272.5,296.0,-99883077.5,Muy Alto,Muy Bajo,Pérdida
Robust dynamic circuit,2022-10-04 00:00:00+00:00,2024-04-29 00:00:00+00:00,3593670.0,-0.8397984511655215,webinar,B2B,Referral,0.13,575711.5,573.0,-3017958.5,Muy Alto,Muy Alto,Pérdida
Assimilated cohesive contingency,2023-03-10 00:00:00+00:00,2024-07-22 00:00:00+00:00,52088320.0,-0.9983502176687595,podcast,B2B,Referral,0.46,85934.39,500.0,-52002385.61,Muy Alto,Medio,Pérdida
Distributed heuristic extranet,2022-08-27 00:00:00+00:00,2023-12-31 00:00:00+00:00,19258460.0,-0.9569740389418468,podcast,B2C,promotion,0.22,828613.75,491.0,-18429846.25,Muy Alto,Muy Alto,Pérdida
Public-key optimizing open architecture,2023-04-01 00:00:00+00:00,2023-11-13 00:00:00+00:00,35095840.0,-0.9956135502099394,social media,B2C,paid,0.26,153946.14,226.0,-34941893.86,Muy Alto,Alto,Pérdida
Self-enabling secondary methodology,2022-09-22 00:00:00+00:00,2024-04-16 00:00:00+00:00,89591740.0,-0.9920981859488386,podcast,B2C,promotion,0.16,707937.27,572.0,-88883802.73,Muy Alto,Muy Alto,Pérdida
Multi-channeled intermediate project,2023-07-10 00:00:00+00:00,2024-06-11 00:00:00+00:00,30866330.0,-0.9842208114796932,webinar,B2C,paid,0.51,487045.64,337.0,-30379284.36,Muy Alto,Muy Alto,Pérdida
Re-engineered 24/7 benchmark,2022-10-07 00:00:00+00:00,2023-08-02 00:00:00+00:00,60761560.0,-0.9907686274019297,podcast,B2C,paid,0.46,560912.6,299.0,-60200647.4,Muy Alto,Muy Alto,Pérdida
Automated 6thgeneration solution,2023-04-10 00:00:00+00:00,2023-08-27 00:00:00+00:00,82351520.0,-0.9942868180210882,podcast,B2C,organic,0.27,470489.22,139.0,-81881030.78,Muy Alto,Muy Alto,Pérdida
Persevering asymmetric orchestration,2022-10-23 00:00:00+00:00,2024-03-12 00:00:00+00:00,68860820.0,-0.9947620892402966,webinar,B2C,organic,0.82,360686.83,506.0,-68500133.17,Muy Alto,Muy Alto,Pérdida
Enhanced web-enabled knowledge user,2023-04-24 00:00:00+00:00,2024-05-25 00:00:00+00:00,71941120.0,-0.9889685377430877,webinar,B2C,Referral,0.67,793615.75,397.0,-71147504.25,Muy Alto,Muy Alto,Pérdida
Multi-tiered fresh-thinking monitoring,2023-01-31 00:00:00+00:00,2024-01-23 00:00:00+00:00,92487680.0,-0.9941648238987073,social media,B2C,organic,0.48,539681.9,357.0,-91947998.1,Muy Alto,Muy Alto,Pérdida
Cloned background ability,2023-05-08 00:00:00+00:00,2023-08-05 00:00:00+00:00,6690980.0,-0.9373319782752302,podcast,B2C,Referral,0.6,419310.48,89.0,-6271669.52,Muy Alto,Muy Alto,Pérdida
Up-sized bifurcated budgetary management,2023-06-21 00:00:00+00:00,2024-03-29 00:00:00+00:00,6593230.0,-0.868256443351741,email,B2B,paid,0.64,868615.57,282.0,-5724614.43,Muy Alto,Muy Alto,Pérdida
Virtual methodical projection,2022-08-28 00:00:00+00:00,2023-08-03 00:00:00+00:00,2939440.0,-0.8238146381623711,podcast,B2B,Referral,0.34,517886.3,340.0,-2421553.7,Muy Alto,Muy Alto,Pérdida
Configurable 6thgeneration approach,2023-07-20 00:00:00+00:00,2023-08-05 00:00:00+00:00,89898650.0,-0.9895366115064019,social media,B2C,paid,0.94,940644.5,16.0,-88958005.5,Muy Alto,Muy Alto,Pérdida
Networked zero administration hardware,2023-06-18 00:00:00+00:00,2024-01-12 00:00:00+00:00,7933010.0,-0.8747867795452167,webinar,B2C,promotion,0.6,993317.73,208.0,-6939692.27,Muy Alto,Muy Alto,Pérdida
Integrated dedicated solution,2023-04-25 00:00:00+00:00,2023-09-26 00:00:00+00:00,49871160.0,-0.9848900264200793,webinar,B2B,promotion,0.13,753551.91,154.0,-49117608.09,Muy Alto,Muy Alto,Pérdida
Managed coherent Local Area Network,2022-08-22 00:00:00+00:00,2024-07-09 00:00:00+00:00,8689880.0,-0.9277936185539961,email,B2B,paid,0.63,627464.79,687.0,-8062415.21,Muy Alto,Muy Alto,Pérdida
Assimilated bifurcated policy,2023-07-12 00:00:00+00:00,2024-06-07 00:00:00+00:00,88219780.0,-0.995634539328935,podcast,B2C,organic,0.9,385119.98,331.0,-87834660.02,Muy Alto,Muy Alto,Pérdida
Intuitive secondary initiative,2023-07-21 00:00:00+00:00,2023-10-02 00:00:00+00:00,4069190.0,-0.7728272014823588,email,B2C,organic,0.5,924409.28,73.0,-3144780.7199999997,Muy Alto,Muy Alto,Pérdida
Reverse-engineered bandwidth-monitored encoding,2023-04-13 00:00:00+00:00,2023-12-22 00:00:00+00:00,7268310.0,-0.8928737574484302,social media,B2B,paid,0.71,778626.74,253.0,-6489683.26,Muy Alto,Muy Alto,Pérdida
Adaptive 24/7 open architecture,2023-04-28 00:00:00+00:00,2024-04-26 00:00:00+00:00,11646160.0,-0.9988559147392789,email,B2B,organic,0.81,13324.2,364.0,-11632835.8,Muy Alto,Bajo,Pérdida
Grass-roots holistic migration,2022-08-26 00:00:00+00:00,2023-12-23 00:00:00+00:00,89917950.0,-0.9918055431646294,email,B2B,promotion,0.24,736828.76,484.0,-89181121.24,Muy Alto,Muy Alto,Pérdida
Face-to-face background methodology,2022-11-26 00:00:00+00:00,2024-04-19 00:00:00+00:00,78099810.0,-0.9931488235374708,webinar,B2C,organic,0.35,535075.58,510.0,-77564734.42,Muy Alto,Muy Alto,Pérdida
Visionary neutral attitude,2023-07-02 00:00:00+00:00,2024-07-25 00:00:00+00:00,35717610.0,-0.9959097781178528,podcast,B2C,organic,0.1,146092.95,389.0,-35571517.05,Muy Alto,Alto,Pérdida
Grass-roots tertiary adapter,2023-02-21 00:00:00+00:00,2024-03-25 00:00:00+00:00,74243840.0,-0.9924191272972951,webinar,B2B,promotion,0.95,562833.1,398.0,-73681006.9,Muy Alto,Muy Alto,Pérdida
Function-based dynamic focus group,2022-12-17 00:00:00+00:00,2024-02-08 00:00:00+00:00,2547570.0,-0.6587324666250584,webinar,B2C,paid,0.43,869402.93,418.0,-1678167.0699999998,Muy Alto,Muy Alto,Pérdida
Multi-tiered stable installation,2023-03-23 00:00:00+00:00,2024-04-15 00:00:00+00:00,28552530.0,-0.9834627330747924,webinar,B2C,paid,0.2,472180.81,389.0,-28080349.19,Muy Alto,Muy Alto,Pérdida
Proactive explicit migration,2023-07-06 00:00:00+00:00,2023-08-06 00:00:00+00:00,38420970.0,-0.9783100442284512,social media,B2C,organic,0.58,833349.14,31.0,-37587620.86,Muy Alto,Muy Alto,Pérdida
Reactive eco-centric synergy,2023-07-03 00:00:00+00:00,2024-04-23 00:00:00+00:00,39225150.0,-0.9967509337759065,email,B2B,paid,0.84,127445.11,295.0,-39097704.89,Muy Alto,Alto,Pérdida
Automated dedicated budgetary management,2023-08-01 00:00:00+00:00,2024-04-06 00:00:00+00:00,1436990.0,-0.38637816547088016,podcast,B2B,organic,0.87,881768.44,249.0,-555221.56,Muy Alto,Muy Alto,Pérdida
Multi-channeled coherent moderator,2022-08-10 00:00:00+00:00,2024-03-18 00:00:00+00:00,11007950.0,-0.9382128189172372,podcast,B2C,Referral,0.81,680150.2,586.0,-10327799.8,Muy Alto,Muy Alto,Pérdida
Synergized bottom-line paradigm,2022-12-06 00:00:00+00:00,2024-07-09 00:00:00+00:00,94432870.0,-0.9944415259220651,social media,B2C,organic,0.2,524902.66,581.0,-93907967.34,Muy Alto,Muy Alto,Pérdida
Phased attitude-oriented standardization,2023-07-03 00:00:00+00:00,2024-05-12 00:00:00+00:00,87100530.0,-0.9889825563633194,podcast,B2B,Referral,0.32,959625.18,314.0,-86140904.82,Muy Alto,Muy Alto,Pérdida
Open-architected bottom-line algorithm,2022-11-11 00:00:00+00:00,2023-11-15 00:00:00+00:00,81473250.0,-0.9942145207169225,webinar,B2C,paid,0.37,471361.8,369.0,-81001888.2,Muy Alto,Muy Alto,Pérdida
Open-source homogeneous product,2023-05-31 00:00:00+00:00,2023-09-30 00:00:00+00:00,89921790.0,-0.9952900893098325,webinar,B2B,organic,0.51,423523.6,122.0,-89498266.4,Muy Alto,Muy Alto,Pérdida
Reduced tertiary implementation,2022-08-10 00:00:00+00:00,2023-10-22 00:00:00+00:00,9353870.0,-0.8985066362906475,email,B2B,organic,0.4,949355.73,438.0,-8404514.27,Muy Alto,Muy Alto,Pérdida
